t x v EK
107.97000 4.67704 -0.07200 0.00259
107.98000 4.67632 -0.07200 0.00259
107.99000 4.67560 -0.07200 0.00259
108.00000 4.67488 -0.07200 0.00259
108.01000 4.67416 -0.07200 0.00259
108.02000 4.67344 -0.07200 0.00259
108.03000 4.67272 -0.07200 0.00259
108.04000 4.67200 -0.07200 0.00259
108.05000 4.67128 -0.07200 0.00259
108.06000 4.67056 -0.07200 0.00259
108.07000 4.66984 -0.07200 0.00259
108.08000 4.66912 -0.07200 0.00259
108.09000 4.66840 -0.07200 0.00259
108.10000 4.66768 -0.07200 0.00259
108.11000 4.66696 -0.07200 0.00259
108.12000 4.66624 -0.07200 0.00259
108.13000 4.66552 -0.07200 0.00259
108.14000 4.66480 -0.07200 0.00259
108.15000 4.66408 -0.07200 0.00259
108.16000 4.66336 -0.07200 0.00259
108.17000 4.66264 -0.07200 0.00259
108.18000 4.66192 -0.07200 0.00259
108.19000 4.66120 -0.07200 0.00259
108.20000 4.66048 -0.07200 0.00259
108.21000 4.65976 -0.07200 0.00259
108.22000 4.65904 -0.07200 0.00259
108.23000 4.65832 -0.07200 0.00259
108.24000 4.65760 -0.07200 0.00259
108.25000 4.65688 -0.07200 0.00259
108.26000 4.65616 -0.07200 0.00259
108.27000 4.65544 -0.07200 0.00259
108.28000 4.65472 -0.07200 0.00259
108.29000 4.65400 -0.07200 0.00259
108.30000 4.65328 -0.07200 0.00259
108.31000 4.65256 -0.07200 0.00259
108.32000 4.65184 -0.07200 0.00259
108.33000 4.65112 -0.07200 0.00259
108.34000 4.65040 -0.07200 0.00259
108.35000 4.64968 -0.07200 0.00259
108.36000 4.64896 -0.07200 0.00259
108.37000 4.64824 -0.07200 0.00259
108.38000 4.64752 -0.07200 0.00259
108.39000 4.64680 -0.07200 0.00259
108.40000 4.64608 -0.07200 0.00259
108.41000 4.64536 -0.07200 0.00259
108.42000 4.64464 -0.07200 0.00259
108.43000 4.64392 -0.07200 0.00259
108.44000 4.64320 -0.07200 0.00259
108.45000 4.64248 -0.07200 0.00259
108.46000 4.64176 -0.07200 0.00259
108.47000 4.64104 -0.07200 0.00259
108.48000 4.64032 -0.07200 0.00259
108.49000 4.63960 -0.07200 0.00259
108.50000 4.63888 -0.07200 0.00259
108.51000 4.63816 -0.07200 0.00259
108.52000 4.63744 -0.07200 0.00259
108.53000 4.63672 -0.07200 0.00259
108.54000 4.63600 -0.07200 0.00259
108.55000 4.63528 -0.07200 0.00259
108.56000 4.63456 -0.07200 0.00259
108.57000 4.63384 -0.07200 0.00259
108.58000 4.63312 -0.07200 0.00259
108.59000 4.63240 -0.07200 0.00259
108.60000 4.63168 -0.07200 0.00259
108.61000 4.63096 -0.07200 0.00259
108.62000 4.63024 -0.07200 0.00259
108.63000 4.62952 -0.07200 0.00259
108.64000 4.62880 -0.07200 0.00259
108.65000 4.62808 -0.07200 0.00259
108.66000 4.62736 -0.07200 0.00259
108.67000 4.62664 -0.07200 0.00259
108.68000 4.62592 -0.07200 0.00259
108.69000 4.62520 -0.07200 0.00259
108.70000 4.62448 -0.07200 0.00259
108.71000 4.62376 -0.07200 0.00259
108.72000 4.62304 -0.07200 0.00259
108.73000 4.62232 -0.07200 0.00259
108.74000 4.62160 -0.07200 0.00259
108.75000 4.62088 -0.07200 0.00259
108.76000 4.62016 -0.07200 0.00259
108.77000 4.61944 -0.07200 0.00259
108.78000 4.61872 -0.07200 0.00259
108.79000 4.61800 -0.07200 0.00259
108.80000 4.61728 -0.07200 0.00259
108.81000 4.61656 -0.07200 0.00259
108.82000 4.61584 -0.07200 0.00259
108.83000 4.61512 -0.07200 0.00259
108.84000 4.61440 -0.07200 0.00259
108.85000 4.61368 -0.07200 0.00259
108.86000 4.61296 -0.07200 0.00259
108.87000 4.61224 -0.07200 0.00259
108.88000 4.61152 -0.07200 0.00259
108.89000 4.61080 -0.07200 0.00259
108.90000 4.61008 -0.07200 0.00259
108.91000 4.60936 -0.07200 0.00259
108.92000 4.60864 -0.07200 0.00259
108.93000 4.60792 -0.07200 0.00259
108.94000 4.60720 -0.07200 0.00259
108.95000 4.60648 -0.07200 0.00259
108.96000 4.60576 -0.07200 0.00259
108.97000 4.60504 -0.07200 0.00259
108.98000 4.60432 -0.07200 0.00259
108.99000 4.60360 -0.07200 0.00259
109.00000 4.60288 -0.07200 0.00259
109.01000 4.60216 -0.07200 0.00259
109.02000 4.60144 -0.07200 0.00259
109.03000 4.60072 -0.07200 0.00259
109.04000 4.60000 -0.07200 0.00259
109.05000 4.59928 -0.07200 0.00259
109.06000 4.59856 -0.07200 0.00259
109.07000 4.59784 -0.07200 0.00259
109.08000 4.59712 -0.07200 0.00259
109.09000 4.59640 -0.07200 0.00259
109.10000 4.59568 -0.07200 0.00259
109.11000 4.59496 -0.07200 0.00259
109.12000 4.59424 -0.07200 0.00259
109.13000 4.59352 -0.07200 0.00259
109.14000 4.59280 -0.07200 0.00259
109.15000 4.59208 -0.07200 0.00259
109.16000 4.59136 -0.07200 0.00259
109.17000 4.59064 -0.07200 0.00259
109.18000 4.58992 -0.07200 0.00259
109.19000 4.58920 -0.07200 0.00259
109.20000 4.58848 -0.07200 0.00259
109.21000 4.58776 -0.07200 0.00259
109.22000 4.58704 -0.07200 0.00259
109.23000 4.58632 -0.07200 0.00259
109.24000 4.58560 -0.07200 0.00259
109.25000 4.58488 -0.07200 0.00259
109.26000 4.58416 -0.07200 0.00259
109.27000 4.58344 -0.07200 0.00259
109.28000 4.58272 -0.07200 0.00259
109.29000 4.58200 -0.07200 0.00259
109.30000 4.58128 -0.07200 0.00259
109.31000 4.58056 -0.07200 0.00259
109.32000 4.57984 -0.07200 0.00259
109.33000 4.57912 -0.07200 0.00259
109.34000 4.57840 -0.07200 0.00259
109.35000 4.57768 -0.07200 0.00259
109.36000 4.57696 -0.07200 0.00259
109.37000 4.57624 -0.07200 0.00259
109.38000 4.57552 -0.07200 0.00259
109.39000 4.57480 -0.07200 0.00259
109.40000 4.57408 -0.07200 0.00259
109.41000 4.57336 -0.07200 0.00259
109.42000 4.57264 -0.07200 0.00259
109.43000 4.57192 -0.07200 0.00259
109.44000 4.57120 -0.07200 0.00259
109.45000 4.57048 -0.07200 0.00259
109.46000 4.56976 -0.07200 0.00259
109.47000 4.56904 -0.07200 0.00259
109.48000 4.56832 -0.07200 0.00259
109.49000 4.56760 -0.07200 0.00259
109.50000 4.56688 -0.07200 0.00259
109.51000 4.56616 -0.07200 0.00259
109.52000 4.56544 -0.07200 0.00259
109.53000 4.56472 -0.07200 0.00259
109.54000 4.56400 -0.07200 0.00259
109.55000 4.56328 -0.07200 0.00259
109.56000 4.56256 -0.07200 0.00259
109.57000 4.56184 -0.07200 0.00259
109.58000 4.56112 -0.07200 0.00259
109.59000 4.56040 -0.07200 0.00259
109.60000 4.55968 -0.07200 0.00259
109.61000 4.55896 -0.07200 0.00259
109.62000 4.55824 -0.07200 0.00259
109.63000 4.55752 -0.07200 0.00259
109.64000 4.55680 -0.07200 0.00259
109.65000 4.55608 -0.07200 0.00259
109.66000 4.55536 -0.07200 0.00259
109.67000 4.55464 -0.07200 0.00259
109.68000 4.55392 -0.07200 0.00259
109.69000 4.55320 -0.07200 0.00259
109.70000 4.55248 -0.07200 0.00259
109.71000 4.55176 -0.07200 0.00259
109.72000 4.55104 -0.07200 0.00259
109.73000 4.55032 -0.07200 0.00259
109.74000 4.54960 -0.07200 0.00259
109.75000 4.54888 -0.07200 0.00259
109.76000 4.54816 -0.07200 0.00259
109.77000 4.54744 -0.07200 0.00259
109.78000 4.54672 -0.07200 0.00259
109.79000 4.54600 -0.07200 0.00259
109.80000 4.54528 -0.07200 0.00259
109.81000 4.54456 -0.07200 0.00259
109.82000 4.54384 -0.07200 0.00259
109.83000 4.54312 -0.07200 0.00259
109.84000 4.54240 -0.07200 0.00259
109.85000 4.54168 -0.07200 0.00259
109.86000 4.54096 -0.07200 0.00259
109.87000 4.54024 -0.07200 0.00259
109.88000 4.53952 -0.07200 0.00259
109.89000 4.53880 -0.07200 0.00259
109.90000 4.53808 -0.07200 0.00259
109.91000 4.53736 -0.07200 0.00259
109.92000 4.53664 -0.07200 0.00259
109.93000 4.53592 -0.07200 0.00259
109.94000 4.53520 -0.07200 0.00259
109.95000 4.53448 -0.07200 0.00259
109.96000 4.53376 -0.07200 0.00259
109.97000 4.53304 -0.07200 0.00259
109.98000 4.53232 -0.07200 0.00259
109.99000 4.53160 -0.07200 0.00259
110.00000 4.53088 -0.07200 0.00259
110.01000 4.53016 -0.07200 0.00259
110.02000 4.52944 -0.07200 0.00259
110.03000 4.52872 -0.07200 0.00259
110.04000 4.52800 -0.07200 0.00259
110.05000 4.52728 -0.07200 0.00259
110.06000 4.52656 -0.07200 0.00259
110.07000 4.52584 -0.07200 0.00259
110.08000 4.52512 -0.07200 0.00259
110.09000 4.52440 -0.07200 0.00259
110.10000 4.52368 -0.07200 0.00259
110.11000 4.52296 -0.07200 0.00259
110.12000 4.52224 -0.07200 0.00259
110.13000 4.52152 -0.07200 0.00259
110.14000 4.52080 -0.07200 0.00259
110.15000 4.52008 -0.07200 0.00259
110.16000 4.51936 -0.07200 0.00259
110.17000 4.51864 -0.07200 0.00259
110.18000 4.51792 -0.07200 0.00259
110.19000 4.51720 -0.07200 0.00259
110.20000 4.51648 -0.07200 0.00259
110.21000 4.51576 -0.07200 0.00259
110.22000 4.51504 -0.07200 0.00259
110.23000 4.51432 -0.07200 0.00259
110.24000 4.51360 -0.07200 0.00259
110.25000 4.51288 -0.07200 0.00259
110.26000 4.51216 -0.07200 0.00259
110.27000 4.51144 -0.07200 0.00259
110.28000 4.51072 -0.07200 0.00259
110.29000 4.51000 -0.07200 0.00259
110.30000 4.50928 -0.07200 0.00259
110.31000 4.50856 -0.07200 0.00259
110.32000 4.50784 -0.07200 0.00259
110.33000 4.50712 -0.07200 0.00259
110.34000 4.50640 -0.07200 0.00259
110.35000 4.50568 -0.07200 0.00259
110.36000 4.50496 -0.07200 0.00259
110.37000 4.50424 -0.07200 0.00259
110.38000 4.50352 -0.07200 0.00259
110.39000 4.50280 -0.07200 0.00259
110.40000 4.50208 -0.07200 0.00259
110.41000 4.50136 -0.07200 0.00259
110.42000 4.50064 -0.07200 0.00259
110.43000 4.49992 -0.07200 0.00259
110.44000 4.49920 -0.07200 0.00259
110.45000 4.49848 -0.07200 0.00259
110.46000 4.49776 -0.07200 0.00259
110.47000 4.49704 -0.07200 0.00259
110.48000 4.49632 -0.07200 0.00259
110.49000 4.49560 -0.07200 0.00259
110.50000 4.49488 -0.07200 0.00259
110.51000 4.49416 -0.07200 0.00259
110.52000 4.49344 -0.07200 0.00259
110.53000 4.49272 -0.07200 0.00259
110.54000 4.49200 -0.07200 0.00259
110.55000 4.49128 -0.07200 0.00259
110.56000 4.49056 -0.07200 0.00259
110.57000 4.48984 -0.07200 0.00259
110.58000 4.48912 -0.07200 0.00259
110.59000 4.48840 -0.07200 0.00259
110.60000 4.48768 -0.07200 0.00259
110.61000 4.48696 -0.07200 0.00259
110.62000 4.48624 -0.07200 0.00259
110.63000 4.48552 -0.07200 0.00259
110.64000 4.48480 -0.07200 0.00259
110.65000 4.48408 -0.07200 0.00259
110.66000 4.48336 -0.07200 0.00259
110.67000 4.48264 -0.07200 0.00259
110.68000 4.48192 -0.07200 0.00259
110.69000 4.48120 -0.07200 0.00259
110.70000 4.48048 -0.07200 0.00259
110.71000 4.47976 -0.07200 0.00259
110.72000 4.47904 -0.07200 0.00259
110.73000 4.47832 -0.07200 0.00259
110.74000 4.47760 -0.07200 0.00259
110.75000 4.47688 -0.07200 0.00259
110.76000 4.47616 -0.07200 0.00259
110.77000 4.47544 -0.07200 0.00259
110.78000 4.47472 -0.07200 0.00259
110.79000 4.47400 -0.07200 0.00259
110.80000 4.47328 -0.07200 0.00259
110.81000 4.47256 -0.07200 0.00259
110.82000 4.47184 -0.07200 0.00259
110.83000 4.47112 -0.07200 0.00259
110.84000 4.47040 -0.07200 0.00259
110.85000 4.46968 -0.07200 0.00259
110.86000 4.46896 -0.07200 0.00259
110.87000 4.46824 -0.07200 0.00259
110.88000 4.46752 -0.07200 0.00259
110.89000 4.46680 -0.07200 0.00259
110.90000 4.46608 -0.07200 0.00259
110.91000 4.46536 -0.07200 0.00259
110.92000 4.46464 -0.07200 0.00259
110.93000 4.46392 -0.07200 0.00259
110.94000 4.46320 -0.07200 0.00259
110.95000 4.46248 -0.07200 0.00259
110.96000 4.46176 -0.07200 0.00259
110.97000 4.46104 -0.07200 0.00259
110.98000 4.46032 -0.07200 0.00259
110.99000 4.45960 -0.07200 0.00259
111.00000 4.45888 -0.07200 0.00259
111.01000 4.45816 -0.07200 0.00259
111.02000 4.45744 -0.07200 0.00259
111.03000 4.45672 -0.07200 0.00259
111.04000 4.45600 -0.07200 0.00259
111.05000 4.45528 -0.07200 0.00259
111.06000 4.45456 -0.07200 0.00259
111.07000 4.45384 -0.07200 0.00259
111.08000 4.45312 -0.07200 0.00259
111.09000 4.45240 -0.07200 0.00259
111.10000 4.45168 -0.07200 0.00259
111.11000 4.45096 -0.07200 0.00259
111.12000 4.45024 -0.07200 0.00259
111.13000 4.44952 -0.07200 0.00259
111.14000 4.44880 -0.07200 0.00259
111.15000 4.44808 -0.07200 0.00259
111.16000 4.44736 -0.07200 0.00259
111.17000 4.44664 -0.07200 0.00259
111.18000 4.44592 -0.07200 0.00259
111.19000 4.44520 -0.07200 0.00259
111.20000 4.44448 -0.07200 0.00259
111.21000 4.44376 -0.07200 0.00259
111.22000 4.44304 -0.07200 0.00259
111.23000 4.44232 -0.07200 0.00259
111.24000 4.44160 -0.07200 0.00259
111.25000 4.44088 -0.07200 0.00259
111.26000 4.44016 -0.07200 0.00259
111.27000 4.43944 -0.07200 0.00259
111.28000 4.43872 -0.07200 0.00259
111.29000 4.43800 -0.07200 0.00259
111.30000 4.43728 -0.07200 0.00259
111.31000 4.43656 -0.07200 0.00259
111.32000 4.43584 -0.07200 0.00259
111.33000 4.43512 -0.07200 0.00259
111.34000 4.43440 -0.07200 0.00259
111.35000 4.43368 -0.07200 0.00259
111.36000 4.43296 -0.07200 0.00259
111.37000 4.43224 -0.07200 0.00259
111.38000 4.43152 -0.07200 0.00259
111.39000 4.43080 -0.07200 0.00259
111.40000 4.43008 -0.07200 0.00259
111.41000 4.42936 -0.07200 0.00259
111.42000 4.42864 -0.07200 0.00259
111.43000 4.42792 -0.07200 0.00259
111.44000 4.42720 -0.07200 0.00259
111.45000 4.42648 -0.07200 0.00259
111.46000 4.42576 -0.07200 0.00259
111.47000 4.42504 -0.07200 0.00259
111.48000 4.42432 -0.07200 0.00259
111.49000 4.42360 -0.07200 0.00259
111.50000 4.42288 -0.07200 0.00259
111.51000 4.42216 -0.07200 0.00259
111.52000 4.42144 -0.07200 0.00259
111.53000 4.42072 -0.07200 0.00259
111.54000 4.42000 -0.07200 0.00259
111.55000 4.41928 -0.07200 0.00259
111.56000 4.41856 -0.07200 0.00259
111.57000 4.41784 -0.07200 0.00259
111.58000 4.41712 -0.07200 0.00259
111.59000 4.41640 -0.07200 0.00259
111.60000 4.41568 -0.07200 0.00259
111.61000 4.41496 -0.07200 0.00259
111.62000 4.41424 -0.07200 0.00259
111.63000 4.41352 -0.07200 0.00259
111.64000 4.41280 -0.07200 0.00259
111.65000 4.41208 -0.07200 0.00259
111.66000 4.41136 -0.07200 0.00259
111.67000 4.41064 -0.07200 0.00259
111.68000 4.40992 -0.07200 0.00259
111.69000 4.40920 -0.07200 0.00259
111.70000 4.40848 -0.07200 0.00259
111.71000 4.40776 -0.07200 0.00259
111.72000 4.40704 -0.07200 0.00259
111.73000 4.40632 -0.07200 0.00259
111.74000 4.40560 -0.07200 0.00259
111.75000 4.40488 -0.07200 0.00259
111.76000 4.40416 -0.07200 0.00259
111.77000 4.40344 -0.07200 0.00259
111.78000 4.40272 -0.07200 0.00259
111.79000 4.40200 -0.07200 0.00259
111.80000 4.40128 -0.07200 0.00259
111.81000 4.40056 -0.07200 0.00259
111.82000 4.39984 -0.07200 0.00259
111.83000 4.39912 -0.07200 0.00259
111.84000 4.39840 -0.07200 0.00259
111.85000 4.39768 -0.07200 0.00259
111.86000 4.39696 -0.07200 0.00259
111.87000 4.39624 -0.07200 0.00259
111.88000 4.39552 -0.07200 0.00259
111.89000 4.39480 -0.07200 0.00259
111.90000 4.39408 -0.07200 0.00259
111.91000 4.39336 -0.07200 0.00259
111.92000 4.39264 -0.07200 0.00259
111.93000 4.39192 -0.07200 0.00259
111.94000 4.39120 -0.07200 0.00259
111.95000 4.39048 -0.07200 0.00259
111.96000 4.38976 -0.07200 0.00259
111.97000 4.38904 -0.07200 0.00259
111.98000 4.38832 -0.07200 0.00259
111.99000 4.38760 -0.07200 0.00259
112.00000 4.38688 -0.07200 0.00259
112.01000 4.38616 -0.07200 0.00259
112.02000 4.38544 -0.07200 0.00259
112.03000 4.38472 -0.07200 0.00259
112.04000 4.38400 -0.07200 0.00259
112.05000 4.38328 -0.07200 0.00259
112.06000 4.38256 -0.07200 0.00259
112.07000 4.38184 -0.07200 0.00259
112.08000 4.38112 -0.07200 0.00259
112.09000 4.38040 -0.07200 0.00259
112.10000 4.37968 -0.07200 0.00259
112.11000 4.37896 -0.07200 0.00259
112.12000 4.37824 -0.07200 0.00259
112.13000 4.37752 -0.07200 0.00259
112.14000 4.37680 -0.07200 0.00259
112.15000 4.37608 -0.07200 0.00259
112.16000 4.37536 -0.07200 0.00259
112.17000 4.37464 -0.07200 0.00259
112.18000 4.37392 -0.07200 0.00259
112.19000 4.37320 -0.07200 0.00259
112.20000 4.37248 -0.07200 0.00259
112.21000 4.37176 -0.07200 0.00259
112.22000 4.37104 -0.07200 0.00259
112.23000 4.37032 -0.07200 0.00259
112.24000 4.36960 -0.07200 0.00259
112.25000 4.36888 -0.07200 0.00259
112.26000 4.36816 -0.07200 0.00259
112.27000 4.36744 -0.07200 0.00259
112.28000 4.36672 -0.07200 0.00259
112.29000 4.36600 -0.07200 0.00259
112.30000 4.36528 -0.07200 0.00259
112.31000 4.36456 -0.07200 0.00259
112.32000 4.36384 -0.07200 0.00259
112.33000 4.36312 -0.07200 0.00259
112.34000 4.36240 -0.07200 0.00259
112.35000 4.36168 -0.07200 0.00259
112.36000 4.36096 -0.07200 0.00259
112.37000 4.36024 -0.07200 0.00259
112.38000 4.35952 -0.07200 0.00259
112.39000 4.35880 -0.07200 0.00259
112.40000 4.35808 -0.07200 0.00259
112.41000 4.35736 -0.07200 0.00259
112.42000 4.35664 -0.07200 0.00259
112.43000 4.35592 -0.07200 0.00259
112.44000 4.35520 -0.07200 0.00259
112.45000 4.35448 -0.07200 0.00259
112.46000 4.35376 -0.07200 0.00259
112.47000 4.35304 -0.07200 0.00259
112.48000 4.35232 -0.07200 0.00259
112.49000 4.35160 -0.07200 0.00259
112.50000 4.35088 -0.07200 0.00259
112.51000 4.35016 -0.07200 0.00259
112.52000 4.34944 -0.07200 0.00259
112.53000 4.34872 -0.07200 0.00259
112.54000 4.34800 -0.07200 0.00259
112.55000 4.34728 -0.07200 0.00259
112.56000 4.34656 -0.07200 0.00259
112.57000 4.34584 -0.07200 0.00259
112.58000 4.34512 -0.07200 0.00259
112.59000 4.34440 -0.07200 0.00259
112.60000 4.34368 -0.07200 0.00259
112.61000 4.34296 -0.07200 0.00259
112.62000 4.34224 -0.07200 0.00259
112.63000 4.34152 -0.07200 0.00259
112.64000 4.34080 -0.07200 0.00259
112.65000 4.34008 -0.07200 0.00259
112.66000 4.33936 -0.07200 0.00259
112.67000 4.33864 -0.07200 0.00259
112.68000 4.33792 -0.07200 0.00259
112.69000 4.33720 -0.07200 0.00259
112.70000 4.33648 -0.07200 0.00259
112.71000 4.33576 -0.07200 0.00259
112.72000 4.33504 -0.07200 0.00259
112.73000 4.33432 -0.07200 0.00259
112.74000 4.33360 -0.07200 0.00259
112.75000 4.33288 -0.07200 0.00259
112.76000 4.33216 -0.07200 0.00259
112.77000 4.33144 -0.07200 0.00259
112.78000 4.33072 -0.07200 0.00259
112.79000 4.33000 -0.07200 0.00259
112.80000 4.32928 -0.07200 0.00259
112.81000 4.32856 -0.07200 0.00259
112.82000 4.32784 -0.07200 0.00259
112.83000 4.32712 -0.07200 0.00259
112.84000 4.32640 -0.07200 0.00259
112.85000 4.32568 -0.07200 0.00259
112.86000 4.32496 -0.07200 0.00259
112.87000 4.32424 -0.07200 0.00259
112.88000 4.32352 -0.07200 0.00259
112.89000 4.32280 -0.07200 0.00259
112.90000 4.32208 -0.07200 0.00259
112.91000 4.32136 -0.07200 0.00259
112.92000 4.32064 -0.07200 0.00259
112.93000 4.31992 -0.07200 0.00259
112.94000 4.31920 -0.07200 0.00259
112.95000 4.31848 -0.07200 0.00259
112.96000 4.31776 -0.07200 0.00259
112.97000 4.31704 -0.07200 0.00259
112.98000 4.31632 -0.07200 0.00259
112.99000 4.31560 -0.07200 0.00259
113.00000 4.31488 -0.07200 0.00259
113.01000 4.31416 -0.07200 0.00259
113.02000 4.31344 -0.07200 0.00259
113.03000 4.31272 -0.07200 0.00259
113.04000 4.31200 -0.07200 0.00259
113.05000 4.31128 -0.07200 0.00259
113.06000 4.31056 -0.07200 0.00259
113.07000 4.30984 -0.07200 0.00259
113.08000 4.30912 -0.07200 0.00259
113.09000 4.30840 -0.07200 0.00259
113.10000 4.30768 -0.07200 0.00259
113.11000 4.30696 -0.07200 0.00259
113.12000 4.30624 -0.07200 0.00259
113.13000 4.30552 -0.07200 0.00259
113.14000 4.30480 -0.07200 0.00259
113.15000 4.30408 -0.07200 0.00259
113.16000 4.30336 -0.07200 0.00259
113.17000 4.30264 -0.07200 0.00259
113.18000 4.30192 -0.07200 0.00259
113.19000 4.30120 -0.07200 0.00259
113.20000 4.30048 -0.07200 0.00259
113.21000 4.29976 -0.07200 0.00259
113.22000 4.29904 -0.07200 0.00259
113.23000 4.29832 -0.07200 0.00259
113.24000 4.29760 -0.07200 0.00259
113.25000 4.29688 -0.07200 0.00259
113.26000 4.29616 -0.07200 0.00259
113.27000 4.29544 -0.07200 0.00259
113.28000 4.29472 -0.07200 0.00259
113.29000 4.29400 -0.07200 0.00259
113.30000 4.29328 -0.07200 0.00259
113.31000 4.29256 -0.07200 0.00259
113.32000 4.29184 -0.07200 0.00259
113.33000 4.29112 -0.07200 0.00259
113.34000 4.29040 -0.07200 0.00259
113.35000 4.28968 -0.07200 0.00259
113.36000 4.28896 -0.07200 0.00259
113.37000 4.28824 -0.07200 0.00259
113.38000 4.28752 -0.07200 0.00259
113.39000 4.28680 -0.07200 0.00259
113.40000 4.28608 -0.07200 0.00259
113.41000 4.28536 -0.07200 0.00259
113.42000 4.28464 -0.07200 0.00259
113.43000 4.28392 -0.07200 0.00259
113.44000 4.28320 -0.07200 0.00259
113.45000 4.28248 -0.07200 0.00259
113.46000 4.28176 -0.07200 0.00259
113.47000 4.28104 -0.07200 0.00259
113.48000 4.28032 -0.07200 0.00259
113.49000 4.27960 -0.07200 0.00259
113.50000 4.27888 -0.07200 0.00259
113.51000 4.27816 -0.07200 0.00259
113.52000 4.27744 -0.07200 0.00259
113.53000 4.27672 -0.07200 0.00259
113.54000 4.27600 -0.07200 0.00259
113.55000 4.27528 -0.07200 0.00259
113.56000 4.27456 -0.07200 0.00259
113.57000 4.27384 -0.07200 0.00259
113.58000 4.27312 -0.07200 0.00259
113.59000 4.27240 -0.07200 0.00259
113.60000 4.27168 -0.07200 0.00259
113.61000 4.27096 -0.07200 0.00259
113.62000 4.27024 -0.07200 0.00259
113.63000 4.26952 -0.07200 0.00259
113.64000 4.26880 -0.07200 0.00259
113.65000 4.26808 -0.07200 0.00259
113.66000 4.26736 -0.07200 0.00259
113.67000 4.26664 -0.07200 0.00259
113.68000 4.26592 -0.07200 0.00259
113.69000 4.26520 -0.07200 0.00259
113.70000 4.26448 -0.07200 0.00259
113.71000 4.26376 -0.07200 0.00259
113.72000 4.26304 -0.07200 0.00259
113.73000 4.26232 -0.07200 0.00259
113.74000 4.26160 -0.07200 0.00259
113.75000 4.26088 -0.07200 0.00259
113.76000 4.26016 -0.07200 0.00259
113.77000 4.25944 -0.07200 0.00259
113.78000 4.25872 -0.07200 0.00259
113.79000 4.25800 -0.07200 0.00259
113.80000 4.25728 -0.07200 0.00259
113.81000 4.25656 -0.07200 0.00259
113.82000 4.25584 -0.07200 0.00259
113.83000 4.25512 -0.07200 0.00259
113.84000 4.25440 -0.07200 0.00259
113.85000 4.25368 -0.07200 0.00259
113.86000 4.25296 -0.07200 0.00259
113.87000 4.25224 -0.07200 0.00259
113.88000 4.25152 -0.07200 0.00259
113.89000 4.25080 -0.07200 0.00259
113.90000 4.25008 -0.07200 0.00259
113.91000 4.24936 -0.07200 0.00259
113.92000 4.24864 -0.07200 0.00259
113.93000 4.24792 -0.07200 0.00259
113.94000 4.24720 -0.07200 0.00259
113.95000 4.24648 -0.07200 0.00259
113.96000 4.24576 -0.07200 0.00259
113.97000 4.24504 -0.07200 0.00259
113.98000 4.24432 -0.07200 0.00259
113.99000 4.24360 -0.07200 0.00259
114.00000 4.24288 -0.07200 0.00259
114.01000 4.24216 -0.07200 0.00259
114.02000 4.24144 -0.07200 0.00259
114.03000 4.24072 -0.07200 0.00259
114.04000 4.24000 -0.07200 0.00259
114.05000 4.23928 -0.07200 0.00259
114.06000 4.23856 -0.07200 0.00259
114.07000 4.23784 -0.07200 0.00259
114.08000 4.23712 -0.07200 0.00259
114.09000 4.23640 -0.07200 0.00259
114.10000 4.23568 -0.07200 0.00259
114.11000 4.23496 -0.07200 0.00259
114.12000 4.23424 -0.07200 0.00259
114.13000 4.23352 -0.07200 0.00259
114.14000 4.23280 -0.07200 0.00259
114.15000 4.23208 -0.07200 0.00259
114.16000 4.23136 -0.07200 0.00259
114.17000 4.23064 -0.07200 0.00259
114.18000 4.22992 -0.07200 0.00259
114.19000 4.22920 -0.07200 0.00259
114.20000 4.22848 -0.07200 0.00259
114.21000 4.22776 -0.07200 0.00259
114.22000 4.22704 -0.07200 0.00259
114.23000 4.22632 -0.07200 0.00259
114.24000 4.22560 -0.07200 0.00259
114.25000 4.22488 -0.07200 0.00259
114.26000 4.22416 -0.07200 0.00259
114.27000 4.22344 -0.07200 0.00259
114.28000 4.22272 -0.07200 0.00259
114.29000 4.22200 -0.07200 0.00259
114.30000 4.22128 -0.07200 0.00259
114.31000 4.22056 -0.07200 0.00259
114.32000 4.21984 -0.07200 0.00259
114.33000 4.21912 -0.07200 0.00259
114.34000 4.21840 -0.07200 0.00259
114.35000 4.21768 -0.07200 0.00259
114.36000 4.21696 -0.07200 0.00259
114.37000 4.21624 -0.07200 0.00259
114.38000 4.21552 -0.07200 0.00259
114.39000 4.21480 -0.07200 0.00259
114.40000 4.21408 -0.07200 0.00259
114.41000 4.21336 -0.07200 0.00259
114.42000 4.21264 -0.07200 0.00259
114.43000 4.21192 -0.07200 0.00259
114.44000 4.21120 -0.07200 0.00259
114.45000 4.21048 -0.07200 0.00259
114.46000 4.20976 -0.07200 0.00259
114.47000 4.20904 -0.07200 0.00259
114.48000 4.20832 -0.07200 0.00259
114.49000 4.20760 -0.07200 0.00259
114.50000 4.20688 -0.07200 0.00259
114.51000 4.20616 -0.07200 0.00259
114.52000 4.20544 -0.07200 0.00259
114.53000 4.20472 -0.07200 0.00259
114.54000 4.20400 -0.07200 0.00259
114.55000 4.20328 -0.07200 0.00259
114.56000 4.20256 -0.07200 0.00259
114.57000 4.20184 -0.07200 0.00259
114.58000 4.20112 -0.07200 0.00259
114.59000 4.20040 -0.07200 0.00259
114.60000 4.19968 -0.07200 0.00259
114.61000 4.19896 -0.07200 0.00259
114.62000 4.19824 -0.07200 0.00259
